Commodity,District,Region,Year,Month,Month_Name,Quarter,Season,Avg_Monthly_Price,Date
Maize,Jinja,Eastern,2024,2,Feb,Q1,Post-Harvest,808,01/02/2024
Maize,Jinja,Eastern,2024,3,Mar,Q1,Lean Season,989,01/03/2024
Maize,Jinja,Eastern,2024,4,Apr,Q2,Lean Season,1046,01/04/2024
Maize,Jinja,Eastern,2024,5,May,Q2,Lean Season,1086,01/05/2024
Maize,Jinja,Eastern,2024,6,Jun,Q2,Lean Season,1039,01/06/2024
Maize,Jinja,Eastern,2024,7,Jul,Q3,Early Harvest,976,01/07/2024
Maize,Jinja,Eastern,2024,8,Aug,Q3,Early Harvest,812,01/08/2024
Maize,Jinja,Eastern,2024,9,Sep,Q3,Early Harvest,769,01/09/2024
Maize,Jinja,Eastern,2024,10,Oct,Q4,Peak Lean,983,01/10/2024
Maize,Jinja,Eastern,2024,11,Nov,Q4,Post-Harvest,1051,01/11/2024
Maize,Jinja,Eastern,2024,12,Dec,Q4,Post-Harvest,909,01/12/2024
Maize,Jinja,Eastern,2025,1,Jan,Q1,Post-Harvest,895,01/01/2025
Maize,Jinja,Eastern,2025,2,Feb,Q1,Post-Harvest,882,01/02/2025
Maize,Jinja,Eastern,2025,3,Mar,Q1,Lean Season,1062,01/03/2025
Maize,Jinja,Eastern,2025,4,Apr,Q2,Lean Season,1121,01/04/2025
Maize,Jinja,Eastern,2025,5,May,Q2,Lean Season,1168,01/05/2025
Maize,Jinja,Eastern,2025,6,Jun,Q2,Lean Season,1118,01/06/2025
Maize,Jinja,Eastern,2025,7,Jul,Q3,Early Harvest,1031,01/07/2025
Maize,Jinja,Eastern,2025,8,Aug,Q3,Early Harvest,862,01/08/2025
Maize,Jinja,Eastern,2025,9,Sep,Q3,Early Harvest,830,01/09/2025
Maize,Jinja,Eastern,2025,10,Oct,Q4,Peak Lean,1046,01/10/2025
Maize,Jinja,Eastern,2025,11,Nov,Q4,Post-Harvest,1125,01/11/2025
Maize,Jinja,Eastern,2025,12,Dec,Q4,Post-Harvest,990,01/12/2025
Maize,Kampala,Central,2024,1,Jan,Q1,Post-Harvest,929,01/01/2024
Maize,Kampala,Central,2024,2,Feb,Q1,Post-Harvest,892,01/02/2024
Maize,Kampala,Central,2024,3,Mar,Q1,Lean Season,1069,01/03/2024
Maize,Kampala,Central,2024,4,Apr,Q2,Lean Season,1144,01/04/2024
Maize,Kampala,Central,2024,5,May,Q2,Lean Season,1185,01/05/2024
Maize,Kampala,Central,2024,6,Jun,Q2,Lean Season,1130,01/06/2024
Maize,Kampala,Central,2024,7,Jul,Q3,Early Harvest,1066,01/07/2024
Maize,Kampala,Central,2024,8,Aug,Q3,Early Harvest,898,01/08/2024
Maize,Kampala,Central,2024,9,Sep,Q3,Early Harvest,853,01/09/2024
Maize,Kampala,Central,2024,10,Oct,Q4,Peak Lean,1090,01/10/2024
Maize,Kampala,Central,2024,11,Nov,Q4,Post-Harvest,1148,01/11/2024
Maize,Kampala,Central,2024,12,Dec,Q4,Post-Harvest,1012,01/12/2024
Maize,Kampala,Central,2025,1,Jan,Q1,Post-Harvest,999,01/01/2025
Maize,Kampala,Central,2025,2,Feb,Q1,Post-Harvest,943,01/02/2025
Maize,Kampala,Central,2025,3,Mar,Q1,Lean Season,1159,01/03/2025
Maize,Kampala,Central,2025,4,Apr,Q2,Lean Season,1214,01/04/2025
Maize,Kampala,Central,2025,5,May,Q2,Lean Season,1292,01/05/2025
Maize,Kampala,Central,2025,6,Jun,Q2,Lean Season,1208,01/06/2025
Maize,Kampala,Central,2025,7,Jul,Q3,Early Harvest,1134,01/07/2025
Maize,Kampala,Central,2025,8,Aug,Q3,Early Harvest,944,01/08/2025
Maize,Kampala,Central,2025,9,Sep,Q3,Early Harvest,916,01/09/2025
Maize,Kampala,Central,2025,10,Oct,Q4,Peak Lean,1144,01/10/2025
Maize,Kampala,Central,2025,11,Nov,Q4,Post-Harvest,1226,01/11/2025
Maize,Kampala,Central,2025,12,Dec,Q4,Post-Harvest,1081,01/12/2025
Maize,Kasese,Western,2024,1,Jan,Q1,Post-Harvest,780,01/01/2024
Maize,Kasese,Western,2024,2,Feb,Q1,Post-Harvest,735,01/02/2024
Maize,Kasese,Western,2024,3,Mar,Q1,Lean Season,913,01/03/2024
Maize,Kasese,Western,2024,4,Apr,Q2,Lean Season,950,01/04/2024
Maize,Kasese,Western,2024,5,May,Q2,Lean Season,987,01/05/2024
Maize,Kasese,Western,2024,6,Jun,Q2,Lean Season,961,01/06/2024
Maize,Kasese,Western,2024,7,Jul,Q3,Early Harvest,884,01/07/2024
Maize,Kasese,Western,2024,8,Aug,Q3,Early Harvest,733,01/08/2024
Maize,Kasese,Western,2024,9,Sep,Q3,Early Harvest,735,01/09/2024
Maize,Kasese,Western,2024,10,Oct,Q4,Peak Lean,900,01/10/2024
Maize,Kasese,Western,2024,11,Nov,Q4,Post-Harvest,956,01/11/2024
Maize,Kasese,Western,2024,12,Dec,Q4,Post-Harvest,862,01/12/2024
Maize,Kasese,Western,2025,1,Jan,Q1,Post-Harvest,854,01/01/2025
Maize,Kasese,Western,2025,2,Feb,Q1,Post-Harvest,801,01/02/2025
Maize,Kasese,Western,2025,3,Mar,Q1,Lean Season,964,01/03/2025
Maize,Kasese,Western,2025,4,Apr,Q2,Lean Season,1036,01/04/2025
Maize,Kasese,Western,2025,5,May,Q2,Lean Season,1085,01/05/2025
Maize,Kasese,Western,2025,6,Jun,Q2,Lean Season,1022,01/06/2025
Maize,Kasese,Western,2025,7,Jul,Q3,Early Harvest,970,01/07/2025
Maize,Kasese,Western,2025,8,Aug,Q3,Early Harvest,786,01/08/2025
Maize,Kasese,Western,2025,9,Sep,Q3,Early Harvest,752,01/09/2025
Maize,Kasese,Western,2025,10,Oct,Q4,Peak Lean,963,01/10/2025
Maize,Kasese,Western,2025,11,Nov,Q4,Post-Harvest,1029,01/11/2025
Maize,Kasese,Western,2025,12,Dec,Q4,Post-Harvest,910,01/12/2025
Maize,Kayunga,Central,2024,1,Jan,Q1,Post-Harvest,772,01/01/2024
Maize,Kayunga,Central,2024,2,Feb,Q1,Post-Harvest,745,01/02/2024
Maize,Kayunga,Central,2024,3,Mar,Q1,Lean Season,904,01/03/2024
Maize,Kayunga,Central,2024,4,Apr,Q2,Lean Season,965,01/04/2024
Maize,Kayunga,Central,2024,5,May,Q2,Lean Season,983,01/05/2024
Maize,Kayunga,Central,2024,6,Jun,Q2,Lean Season,939,01/06/2024
Maize,Kayunga,Central,2024,7,Jul,Q3,Early Harvest,875,01/07/2024
Maize,Kayunga,Central,2024,8,Aug,Q3,Early Harvest,740,01/08/2024
Maize,Kayunga,Central,2024,9,Sep,Q3,Early Harvest,704,01/09/2024
Maize,Kayunga,Central,2024,10,Oct,Q4,Peak Lean,895,01/10/2024
Maize,Kayunga,Central,2024,11,Nov,Q4,Post-Harvest,938,01/11/2024
Maize,Kayunga,Central,2024,12,Dec,Q4,Post-Harvest,843,01/12/2024
Maize,Kayunga,Central,2025,1,Jan,Q1,Post-Harvest,819,01/01/2025
Maize,Kayunga,Central,2025,2,Feb,Q1,Post-Harvest,810,01/02/2025
Maize,Kayunga,Central,2025,3,Mar,Q1,Lean Season,959,01/03/2025
Maize,Kayunga,Central,2025,4,Apr,Q2,Lean Season,1013,01/04/2025
Maize,Kayunga,Central,2025,5,May,Q2,Lean Season,1051,01/05/2025
Maize,Kayunga,Central,2025,6,Jun,Q2,Lean Season,998,01/06/2025
Maize,Kayunga,Central,2025,7,Jul,Q3,Early Harvest,957,01/07/2025
Maize,Kayunga,Central,2025,8,Aug,Q3,Early Harvest,784,01/08/2025
Maize,Kayunga,Central,2025,9,Sep,Q3,Early Harvest,753,01/09/2025
Maize,Kayunga,Central,2025,10,Oct,Q4,Peak Lean,947,01/10/2025
Maize,Kayunga,Central,2025,11,Nov,Q4,Post-Harvest,1030,01/11/2025
Maize,Kayunga,Central,2025,12,Dec,Q4,Post-Harvest,892,01/12/2025
Maize,Kibaale,Western,2024,1,Jan,Q1,Post-Harvest,744,01/01/2024
Maize,Kibaale,Western,2024,2,Feb,Q1,Post-Harvest,717,01/02/2024
Maize,Kibaale,Western,2024,3,Mar,Q1,Lean Season,864,01/03/2024
Maize,Kibaale,Western,2024,4,Apr,Q2,Lean Season,923,01/04/2024
Maize,Kibaale,Western,2024,5,May,Q2,Lean Season,962,01/05/2024
Maize,Kibaale,Western,2024,6,Jun,Q2,Lean Season,918,01/06/2024
Maize,Kibaale,Western,2024,7,Jul,Q3,Early Harvest,854,01/07/2024
Maize,Kibaale,Western,2024,8,Aug,Q3,Early Harvest,713,01/08/2024
Maize,Kibaale,Western,2024,9,Sep,Q3,Early Harvest,683,01/09/2024
Maize,Kibaale,Western,2024,10,Oct,Q4,Peak Lean,868,01/10/2024
Maize,Kibaale,Western,2024,11,Nov,Q4,Post-Harvest,915,01/11/2024
Maize,Kibaale,Western,2024,12,Dec,Q4,Post-Harvest,802,01/12/2024
Maize,Kibaale,Western,2025,1,Jan,Q1,Post-Harvest,807,01/01/2025
Maize,Kibaale,Western,2025,2,Feb,Q1,Post-Harvest,758,01/02/2025
Maize,Kibaale,Western,2025,3,Mar,Q1,Lean Season,920,01/03/2025
Maize,Kibaale,Western,2025,4,Apr,Q2,Lean Season,980,01/04/2025
Maize,Kibaale,Western,2025,5,May,Q2,Lean Season,1019,01/05/2025
Maize,Kibaale,Western,2025,6,Jun,Q2,Lean Season,976,01/06/2025
Maize,Kibaale,Western,2025,7,Jul,Q3,Early Harvest,912,01/07/2025
Maize,Kibaale,Western,2025,8,Aug,Q3,Early Harvest,754,01/08/2025
Maize,Kibaale,Western,2025,9,Sep,Q3,Early Harvest,730,01/09/2025
Maize,Kibaale,Western,2025,10,Oct,Q4,Peak Lean,939,01/10/2025
Maize,Kibaale,Western,2025,11,Nov,Q4,Post-Harvest,977,01/11/2025
Maize,Kibaale,Western,2025,12,Dec,Q4,Post-Harvest,857,01/12/2025
Maize,Kiryadongo,Northern,2024,1,Jan,Q1,Post-Harvest,702,01/01/2024
Maize,Kiryadongo,Northern,2024,2,Feb,Q1,Post-Harvest,694,01/02/2024
Maize,Kiryadongo,Northern,2024,3,Mar,Q1,Lean Season,835,01/03/2024
Maize,Kiryadongo,Northern,2024,4,Apr,Q2,Lean Season,880,01/04/2024
Maize,Kiryadongo,Northern,2024,5,May,Q2,Lean Season,917,01/05/2024
Maize,Kiryadongo,Northern,2024,6,Jun,Q2,Lean Season,873,01/06/2024
Maize,Kiryadongo,Northern,2024,7,Jul,Q3,Early Harvest,817,01/07/2024
Maize,Kiryadongo,Northern,2024,8,Aug,Q3,Early Harvest,679,01/08/2024
Maize,Kiryadongo,Northern,2024,9,Sep,Q3,Early Harvest,649,01/09/2024
Maize,Kiryadongo,Northern,2024,10,Oct,Q4,Peak Lean,837,01/10/2024
Maize,Kiryadongo,Northern,2024,11,Nov,Q4,Post-Harvest,871,01/11/2024
Maize,Kiryadongo,Northern,2024,12,Dec,Q4,Post-Harvest,761,01/12/2024
Maize,Kiryadongo,Northern,2025,1,Jan,Q1,Post-Harvest,764,01/01/2025
Maize,Kiryadongo,Northern,2025,2,Feb,Q1,Post-Harvest,741,01/02/2025
Maize,Kiryadongo,Northern,2025,3,Mar,Q1,Lean Season,891,01/03/2025
Maize,Kiryadongo,Northern,2025,4,Apr,Q2,Lean Season,945,01/04/2025
Maize,Kiryadongo,Northern,2025,5,May,Q2,Lean Season,977,01/05/2025
Maize,Kiryadongo,Northern,2025,6,Jun,Q2,Lean Season,937,01/06/2025
Maize,Kiryadongo,Northern,2025,7,Jul,Q3,Early Harvest,879,01/07/2025
Maize,Kiryadongo,Northern,2025,8,Aug,Q3,Early Harvest,725,01/08/2025
Maize,Kiryadongo,Northern,2025,9,Sep,Q3,Early Harvest,699,01/09/2025
Maize,Kiryadongo,Northern,2025,10,Oct,Q4,Peak Lean,890,01/10/2025
Maize,Kiryadongo,Northern,2025,11,Nov,Q4,Post-Harvest,949,01/11/2025
Maize,Kiryadongo,Northern,2025,12,Dec,Q4,Post-Harvest,825,01/12/2025
Maize,Kitgum,Northern,2024,1,Jan,Q1,Post-Harvest,678,01/01/2024
Maize,Kitgum,Northern,2024,2,Feb,Q1,Post-Harvest,662,01/02/2024
Maize,Kitgum,Northern,2024,3,Mar,Q1,Lean Season,787,01/03/2024
Maize,Kitgum,Northern,2024,4,Apr,Q2,Lean Season,846,01/04/2024
Maize,Kitgum,Northern,2024,5,May,Q2,Lean Season,863,01/05/2024
Maize,Kitgum,Northern,2024,6,Jun,Q2,Lean Season,826,01/06/2024
Maize,Kitgum,Northern,2024,7,Jul,Q3,Early Harvest,768,01/07/2024
Maize,Kitgum,Northern,2024,8,Aug,Q3,Early Harvest,642,01/08/2024
Maize,Kitgum,Northern,2024,9,Sep,Q3,Early Harvest,621,01/09/2024
Maize,Kitgum,Northern,2024,10,Oct,Q4,Peak Lean,787,01/10/2024
Maize,Kitgum,Northern,2024,11,Nov,Q4,Post-Harvest,830,01/11/2024
Maize,Kitgum,Northern,2024,12,Dec,Q4,Post-Harvest,733,01/12/2024
Maize,Kitgum,Northern,2025,1,Jan,Q1,Post-Harvest,710,01/01/2025
Maize,Kitgum,Northern,2025,2,Feb,Q1,Post-Harvest,680,01/02/2025
Maize,Kitgum,Northern,2025,3,Mar,Q1,Lean Season,832,01/03/2025
Maize,Kitgum,Northern,2025,4,Apr,Q2,Lean Season,893,01/04/2025
Maize,Kitgum,Northern,2025,5,May,Q2,Lean Season,920,01/05/2025
Maize,Kitgum,Northern,2025,6,Jun,Q2,Lean Season,882,01/06/2025
Maize,Kitgum,Northern,2025,7,Jul,Q3,Early Harvest,835,01/07/2025
Maize,Kitgum,Northern,2025,8,Aug,Q3,Early Harvest,675,01/08/2025
Maize,Kitgum,Northern,2025,9,Sep,Q3,Early Harvest,642,01/09/2025
Maize,Kitgum,Northern,2025,10,Oct,Q4,Peak Lean,845,01/10/2025
Maize,Kitgum,Northern,2025,11,Nov,Q4,Post-Harvest,889,01/11/2025
Maize,Kitgum,Northern,2025,12,Dec,Q4,Post-Harvest,787,01/12/2025
Maize,Kyegegwa,Western,2024,1,Jan,Q1,Post-Harvest,746,01/01/2024
Maize,Kyegegwa,Western,2024,2,Feb,Q1,Post-Harvest,729,01/02/2024
Maize,Kyegegwa,Western,2024,3,Mar,Q1,Lean Season,876,01/03/2024
Maize,Kyegegwa,Western,2024,4,Apr,Q2,Lean Season,933,01/04/2024
Maize,Kyegegwa,Western,2024,5,May,Q2,Lean Season,976,01/05/2024
Maize,Kyegegwa,Western,2024,6,Jun,Q2,Lean Season,928,01/06/2024
Maize,Kyegegwa,Western,2024,7,Jul,Q3,Early Harvest,868,01/07/2024
Maize,Kyegegwa,Western,2024,8,Aug,Q3,Early Harvest,718,01/08/2024
Maize,Kyegegwa,Western,2024,9,Sep,Q3,Early Harvest,694,01/09/2024
Maize,Kyegegwa,Western,2024,10,Oct,Q4,Peak Lean,874,01/10/2024
Maize,Kyegegwa,Western,2024,11,Nov,Q4,Post-Harvest,923,01/11/2024
Maize,Kyegegwa,Western,2024,12,Dec,Q4,Post-Harvest,824,01/12/2024
Maize,Kyegegwa,Western,2025,1,Jan,Q1,Post-Harvest,807,01/01/2025
Maize,Kyegegwa,Western,2025,2,Feb,Q1,Post-Harvest,776,01/02/2025
Maize,Kyegegwa,Western,2025,3,Mar,Q1,Lean Season,943,01/03/2025
Maize,Kyegegwa,Western,2025,4,Apr,Q2,Lean Season,993,01/04/2025
Maize,Kyegegwa,Western,2025,5,May,Q2,Lean Season,1043,01/05/2025
Maize,Kyegegwa,Western,2025,6,Jun,Q2,Lean Season,994,01/06/2025
Maize,Kyegegwa,Western,2025,7,Jul,Q3,Early Harvest,926,01/07/2025
Maize,Kyegegwa,Western,2025,8,Aug,Q3,Early Harvest,765,01/08/2025
Maize,Kyegegwa,Western,2025,9,Sep,Q3,Early Harvest,733,01/09/2025
Maize,Kyegegwa,Western,2025,10,Oct,Q4,Peak Lean,943,01/10/2025
Maize,Kyegegwa,Western,2025,11,Nov,Q4,Post-Harvest,998,01/11/2025
Maize,Kyegegwa,Western,2025,12,Dec,Q4,Post-Harvest,878,01/12/2025
Maize,Lira,Northern,2024,1,Jan,Q1,Post-Harvest,754,01/01/2024
Maize,Lira,Northern,2024,2,Feb,Q1,Post-Harvest,711,01/02/2024
Maize,Lira,Northern,2024,3,Mar,Q1,Lean Season,864,01/03/2024
Maize,Lira,Northern,2024,4,Apr,Q2,Lean Season,914,01/04/2024
Maize,Lira,Northern,2024,5,May,Q2,Lean Season,944,01/05/2024
Maize,Lira,Northern,2024,6,Jun,Q2,Lean Season,920,01/06/2024
Maize,Lira,Northern,2024,7,Jul,Q3,Early Harvest,853,01/07/2024
Maize,Lira,Northern,2024,8,Aug,Q3,Early Harvest,702,01/08/2024
Maize,Lira,Northern,2024,9,Sep,Q3,Early Harvest,677,01/09/2024
Maize,Lira,Northern,2024,10,Oct,Q4,Peak Lean,876,01/10/2024
Maize,Lira,Northern,2024,11,Nov,Q4,Post-Harvest,910,01/11/2024
Maize,Lira,Northern,2024,12,Dec,Q4,Post-Harvest,807,01/12/2024
Maize,Lira,Northern,2025,1,Jan,Q1,Post-Harvest,789,01/01/2025
Maize,Lira,Northern,2025,2,Feb,Q1,Post-Harvest,774,01/02/2025
Maize,Lira,Northern,2025,3,Mar,Q1,Lean Season,905,01/03/2025
Maize,Lira,Northern,2025,4,Apr,Q2,Lean Season,969,01/04/2025
Maize,Lira,Northern,2025,5,May,Q2,Lean Season,1015,01/05/2025
Maize,Lira,Northern,2025,6,Jun,Q2,Lean Season,975,01/06/2025
Maize,Lira,Northern,2025,7,Jul,Q3,Early Harvest,894,01/07/2025
Maize,Lira,Northern,2025,8,Aug,Q3,Early Harvest,755,01/08/2025
Maize,Lira,Northern,2025,9,Sep,Q3,Early Harvest,709,01/09/2025
Maize,Lira,Northern,2025,10,Oct,Q4,Peak Lean,910,01/10/2025
Maize,Lira,Northern,2025,11,Nov,Q4,Post-Harvest,978,01/11/2025
Maize,Lira,Northern,2025,12,Dec,Q4,Post-Harvest,872,01/12/2025
Maize,Luwero,Central,2024,1,Jan,Q1,Post-Harvest,796,01/01/2024
Maize,Luwero,Central,2024,2,Feb,Q1,Post-Harvest,767,01/02/2024
Maize,Luwero,Central,2024,3,Mar,Q1,Lean Season,915,01/03/2024
Maize,Luwero,Central,2024,4,Apr,Q2,Lean Season,967,01/04/2024
Maize,Luwero,Central,2024,5,May,Q2,Lean Season,1021,01/05/2024
Maize,Luwero,Central,2024,6,Jun,Q2,Lean Season,965,01/06/2024
Maize,Luwero,Central,2024,7,Jul,Q3,Early Harvest,914,01/07/2024
Maize,Luwero,Central,2024,8,Aug,Q3,Early Harvest,757,01/08/2024
Maize,Luwero,Central,2024,9,Sep,Q3,Early Harvest,710,01/09/2024
Maize,Luwero,Central,2024,10,Oct,Q4,Peak Lean,928,01/10/2024
Maize,Luwero,Central,2024,11,Nov,Q4,Post-Harvest,970,01/11/2024
Maize,Luwero,Central,2024,12,Dec,Q4,Post-Harvest,867,01/12/2024
Maize,Luwero,Central,2025,1,Jan,Q1,Post-Harvest,827,01/01/2025
Maize,Luwero,Central,2025,2,Feb,Q1,Post-Harvest,816,01/02/2025
Maize,Luwero,Central,2025,3,Mar,Q1,Lean Season,993,01/03/2025
Maize,Luwero,Central,2025,4,Apr,Q2,Lean Season,1040,01/04/2025
Maize,Luwero,Central,2025,5,May,Q2,Lean Season,1075,01/05/2025
Maize,Luwero,Central,2025,6,Jun,Q2,Lean Season,1047,01/06/2025
Maize,Luwero,Central,2025,7,Jul,Q3,Early Harvest,970,01/07/2025
Maize,Luwero,Central,2025,8,Aug,Q3,Early Harvest,807,01/08/2025
Maize,Luwero,Central,2025,9,Sep,Q3,Early Harvest,756,01/09/2025
Maize,Luwero,Central,2025,10,Oct,Q4,Peak Lean,971,01/10/2025
Maize,Luwero,Central,2025,11,Nov,Q4,Post-Harvest,1031,01/11/2025
Maize,Luwero,Central,2025,12,Dec,Q4,Post-Harvest,910,01/12/2025
Maize,Masindi,Western,2024,1,Jan,Q1,Post-Harvest,807,01/01/2024
Maize,Masindi,Western,2024,2,Feb,Q1,Post-Harvest,766,01/02/2024
Maize,Masindi,Western,2024,3,Mar,Q1,Lean Season,924,01/03/2024
Maize,Masindi,Western,2024,4,Apr,Q2,Lean Season,997,01/04/2024
Maize,Masindi,Western,2024,5,May,Q2,Lean Season,1012,01/05/2024
Maize,Masindi,Western,2024,6,Jun,Q2,Lean Season,973,01/06/2024
Maize,Masindi,Western,2024,7,Jul,Q3,Early Harvest,913,01/07/2024
Maize,Masindi,Western,2024,8,Aug,Q3,Early Harvest,758,01/08/2024
Maize,Masindi,Western,2024,9,Sep,Q3,Early Harvest,730,01/09/2024
Maize,Masindi,Western,2024,10,Oct,Q4,Peak Lean,926,01/10/2024
Maize,Masindi,Western,2024,11,Nov,Q4,Post-Harvest,984,01/11/2024
Maize,Masindi,Western,2024,12,Dec,Q4,Post-Harvest,867,01/12/2024
Maize,Masindi,Western,2025,1,Jan,Q1,Post-Harvest,850,01/01/2025
Maize,Masindi,Western,2025,2,Feb,Q1,Post-Harvest,821,01/02/2025
Maize,Masindi,Western,2025,3,Mar,Q1,Lean Season,993,01/03/2025
Maize,Masindi,Western,2025,4,Apr,Q2,Lean Season,1039,01/04/2025
Maize,Masindi,Western,2025,5,May,Q2,Lean Season,1089,01/05/2025
Maize,Masindi,Western,2025,6,Jun,Q2,Lean Season,1052,01/06/2025
Maize,Masindi,Western,2025,7,Jul,Q3,Early Harvest,979,01/07/2025
Maize,Masindi,Western,2025,8,Aug,Q3,Early Harvest,816,01/08/2025
Maize,Masindi,Western,2025,9,Sep,Q3,Early Harvest,776,01/09/2025
Maize,Masindi,Western,2025,10,Oct,Q4,Peak Lean,985,01/10/2025
Maize,Masindi,Western,2025,11,Nov,Q4,Post-Harvest,1053,01/11/2025
Maize,Masindi,Western,2025,12,Dec,Q4,Post-Harvest,927,01/12/2025
Maize,Mbale,Eastern,2024,1,Jan,Q1,Post-Harvest,815,01/01/2024
Maize,Mbale,Eastern,2024,2,Feb,Q1,Post-Harvest,772,01/02/2024
Maize,Mbale,Eastern,2024,3,Mar,Q1,Lean Season,923,01/03/2024
Maize,Mbale,Eastern,2024,4,Apr,Q2,Lean Season,995,01/04/2024
Maize,Mbale,Eastern,2024,5,May,Q2,Lean Season,1015,01/05/2024
Maize,Mbale,Eastern,2024,6,Jun,Q2,Lean Season,986,01/06/2024
Maize,Mbale,Eastern,2024,7,Jul,Q3,Early Harvest,918,01/07/2024
Maize,Mbale,Eastern,2024,8,Aug,Q3,Early Harvest,770,01/08/2024
Maize,Mbale,Eastern,2024,9,Sep,Q3,Early Harvest,740,01/09/2024
Maize,Mbale,Eastern,2024,10,Oct,Q4,Peak Lean,943,01/10/2024
Maize,Mbale,Eastern,2024,11,Nov,Q4,Post-Harvest,1004,01/11/2024
Maize,Mbale,Eastern,2024,12,Dec,Q4,Post-Harvest,851,01/12/2024
Maize,Mbale,Eastern,2025,1,Jan,Q1,Post-Harvest,838,01/01/2025
Maize,Mbale,Eastern,2025,2,Feb,Q1,Post-Harvest,830,01/02/2025
Maize,Mbale,Eastern,2025,3,Mar,Q1,Lean Season,1004,01/03/2025
Maize,Mbale,Eastern,2025,4,Apr,Q2,Lean Season,1085,01/04/2025
Maize,Mbale,Eastern,2025,5,May,Q2,Lean Season,1101,01/05/2025
Maize,Mbale,Eastern,2025,6,Jun,Q2,Lean Season,1061,01/06/2025
Maize,Mbale,Eastern,2025,7,Jul,Q3,Early Harvest,990,01/07/2025
Maize,Mbale,Eastern,2025,8,Aug,Q3,Early Harvest,834,01/08/2025
Maize,Mbale,Eastern,2025,9,Sep,Q3,Early Harvest,792,01/09/2025
Maize,Mbale,Eastern,2025,10,Oct,Q4,Peak Lean,1005,01/10/2025
Maize,Mbale,Eastern,2025,11,Nov,Q4,Post-Harvest,1077,01/11/2025
Maize,Mbale,Eastern,2025,12,Dec,Q4,Post-Harvest,941,01/12/2025
Maize,Mubende,Western,2024,1,Jan,Q1,Post-Harvest,780,01/01/2024
Maize,Mubende,Western,2024,2,Feb,Q1,Post-Harvest,755,01/02/2024
Maize,Mubende,Western,2024,3,Mar,Q1,Lean Season,919,01/03/2024
Maize,Mubende,Western,2024,4,Apr,Q2,Lean Season,974,01/04/2024
Maize,Mubende,Western,2024,5,May,Q2,Lean Season,1009,01/05/2024
Maize,Mubende,Western,2024,6,Jun,Q2,Lean Season,968,01/06/2024
Maize,Mubende,Western,2024,7,Jul,Q3,Early Harvest,909,01/07/2024
Maize,Mubende,Western,2024,8,Aug,Q3,Early Harvest,758,01/08/2024
Maize,Mubende,Western,2024,9,Sep,Q3,Early Harvest,722,01/09/2024
Maize,Mubende,Western,2024,10,Oct,Q4,Peak Lean,921,01/10/2024
Maize,Mubende,Western,2024,11,Nov,Q4,Post-Harvest,993,01/11/2024
Maize,Mubende,Western,2024,12,Dec,Q4,Post-Harvest,857,01/12/2024
Maize,Mubende,Western,2025,1,Jan,Q1,Post-Harvest,858,01/01/2025
Maize,Mubende,Western,2025,2,Feb,Q1,Post-Harvest,812,01/02/2025
Maize,Mubende,Western,2025,3,Mar,Q1,Lean Season,979,01/03/2025
Maize,Mubende,Western,2025,4,Apr,Q2,Lean Season,1024,01/04/2025
Maize,Mubende,Western,2025,5,May,Q2,Lean Season,1082,01/05/2025
Maize,Mubende,Western,2025,6,Jun,Q2,Lean Season,1030,01/06/2025
Maize,Mubende,Western,2025,7,Jul,Q3,Early Harvest,949,01/07/2025
Maize,Mubende,Western,2025,8,Aug,Q3,Early Harvest,813,01/08/2025
Maize,Mubende,Western,2025,9,Sep,Q3,Early Harvest,758,01/09/2025
Maize,Mubende,Western,2025,10,Oct,Q4,Peak Lean,977,01/10/2025
Maize,Mubende,Western,2025,11,Nov,Q4,Post-Harvest,1025,01/11/2025
Maize,Mubende,Western,2025,12,Dec,Q4,Post-Harvest,920,01/12/2025
Maize,Mutukula,Western,2024,1,Jan,Q1,Post-Harvest,858,01/01/2024
Maize,Mutukula,Western,2024,2,Feb,Q1,Post-Harvest,826,01/02/2024
Maize,Mutukula,Western,2024,3,Mar,Q1,Lean Season,991,01/03/2024
Maize,Mutukula,Western,2024,4,Apr,Q2,Lean Season,1045,01/04/2024
Maize,Mutukula,Western,2024,5,May,Q2,Lean Season,1093,01/05/2024
Maize,Mutukula,Western,2024,6,Jun,Q2,Lean Season,1044,01/06/2024
Maize,Mutukula,Western,2024,7,Jul,Q3,Early Harvest,970,01/07/2024
Maize,Mutukula,Western,2024,8,Aug,Q3,Early Harvest,806,01/08/2024
Maize,Mutukula,Western,2024,9,Sep,Q3,Early Harvest,788,01/09/2024
Maize,Mutukula,Western,2024,10,Oct,Q4,Peak Lean,988,01/10/2024
Maize,Mutukula,Western,2024,11,Nov,Q4,Post-Harvest,1046,01/11/2024
Maize,Mutukula,Western,2024,12,Dec,Q4,Post-Harvest,909,01/12/2024
Maize,Mutukula,Western,2025,1,Jan,Q1,Post-Harvest,916,01/01/2025
Maize,Mutukula,Western,2025,2,Feb,Q1,Post-Harvest,883,01/02/2025
Maize,Mutukula,Western,2025,3,Mar,Q1,Lean Season,1042,01/03/2025
Maize,Mutukula,Western,2025,4,Apr,Q2,Lean Season,1114,01/04/2025
Maize,Mutukula,Western,2025,5,May,Q2,Lean Season,1171,01/05/2025
Maize,Mutukula,Western,2025,6,Jun,Q2,Lean Season,1114,01/06/2025
Maize,Mutukula,Western,2025,7,Jul,Q3,Early Harvest,1050,01/07/2025
