Date,Year,Month,Month_Name,Commodity,Region,District,SARIMA_Forecast,SARIMAX_Forecast,Blended_Forecast,Lower_95CI,Upper_95CI,Forecast_Month
2026-07-01,2026,7,Jul,Sorghum White,Northern,Kiryadongo,1157.0,1178.0,1170.0,1076.0,1264.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Kiryadongo,1101.0,1138.0,1123.0,1033.0,1213.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Kiryadongo,1056.0,1073.0,1066.0,981.0,1151.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Kiryadongo,950.0,966.0,960.0,883.0,1037.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Kiryadongo,890.0,922.0,909.0,836.0,982.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Kiryadongo,988.0,1014.0,1004.0,924.0,1084.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Bweyale,1137.0,1165.0,1154.0,1062.0,1246.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Bweyale,1145.0,1182.0,1167.0,1074.0,1260.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Bweyale,1217.0,1252.0,1238.0,1139.0,1337.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Bweyale,1247.0,1261.0,1255.0,1155.0,1355.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Bweyale,1264.0,1292.0,1281.0,1179.0,1383.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Bweyale,1179.0,1198.0,1190.0,1095.0,1285.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Northern,Bweyale,1133.0,1167.0,1153.0,1061.0,1245.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Bweyale,1088.0,1122.0,1108.0,1019.0,1197.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Bweyale,1036.0,1076.0,1060.0,975.0,1145.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Bweyale,908.0,944.0,930.0,856.0,1004.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Bweyale,864.0,894.0,882.0,811.0,953.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Bweyale,957.0,979.0,970.0,892.0,1048.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Nwoya,1138.0,1177.0,1161.0,1068.0,1254.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Nwoya,1180.0,1216.0,1202.0,1106.0,1298.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Nwoya,1247.0,1273.0,1263.0,1162.0,1364.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Nwoya,1257.0,1272.0,1266.0,1165.0,1367.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Nwoya,1296.0,1321.0,1311.0,1206.0,1416.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Nwoya,1230.0,1253.0,1244.0,1144.0,1344.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Northern,Nwoya,1141.0,1163.0,1154.0,1062.0,1246.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Nwoya,1130.0,1147.0,1140.0,1049.0,1231.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Nwoya,1036.0,1072.0,1058.0,973.0,1143.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Nwoya,932.0,951.0,943.0,868.0,1018.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Nwoya,898.0,918.0,910.0,837.0,983.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Nwoya,997.0,1024.0,1013.0,932.0,1094.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Alebtong,1117.0,1152.0,1138.0,1047.0,1229.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Alebtong,1120.0,1164.0,1146.0,1054.0,1238.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Alebtong,1161.0,1206.0,1188.0,1093.0,1283.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Alebtong,1237.0,1259.0,1250.0,1150.0,1350.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Alebtong,1252.0,1267.0,1261.0,1160.0,1362.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Alebtong,1190.0,1209.0,1201.0,1105.0,1297.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Northern,Alebtong,1138.0,1172.0,1158.0,1065.0,1251.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Alebtong,1087.0,1129.0,1112.0,1023.0,1201.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Alebtong,1027.0,1052.0,1042.0,959.0,1125.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Alebtong,895.0,913.0,906.0,834.0,978.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Alebtong,868.0,896.0,885.0,814.0,956.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Alebtong,940.0,962.0,953.0,877.0,1029.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Pader,1093.0,1119.0,1109.0,1020.0,1198.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Pader,1123.0,1140.0,1133.0,1042.0,1224.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Pader,1172.0,1217.0,1199.0,1103.0,1295.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Pader,1185.0,1227.0,1210.0,1113.0,1307.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Pader,1247.0,1272.0,1262.0,1161.0,1363.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Pader,1156.0,1200.0,1182.0,1087.0,1277.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Northern,Pader,1105.0,1130.0,1120.0,1030.0,1210.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Pader,1061.0,1099.0,1084.0,997.0,1171.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Pader,994.0,1027.0,1014.0,933.0,1095.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Pader,892.0,910.0,903.0,831.0,975.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Pader,873.0,898.0,888.0,817.0,959.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Pader,950.0,977.0,966.0,889.0,1043.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Kitgum,1069.0,1101.0,1088.0,1001.0,1175.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Kitgum,1115.0,1154.0,1138.0,1047.0,1229.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Kitgum,1177.0,1211.0,1197.0,1101.0,1293.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Kitgum,1178.0,1220.0,1203.0,1107.0,1299.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Kitgum,1233.0,1277.0,1259.0,1158.0,1360.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Kitgum,1148.0,1174.0,1164.0,1071.0,1257.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Northern,Kitgum,1105.0,1130.0,1120.0,1030.0,1210.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Kitgum,1051.0,1062.0,1058.0,973.0,1143.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Kitgum,1005.0,1029.0,1019.0,937.0,1101.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Kitgum,901.0,936.0,922.0,848.0,996.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Kitgum,834.0,844.0,840.0,773.0,907.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Kitgum,934.0,950.0,944.0,868.0,1020.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Eastern,Mbale,1291.0,1304.0,1299.0,1195.0,1403.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Eastern,Mbale,1327.0,1379.0,1358.0,1249.0,1467.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Eastern,Mbale,1358.0,1400.0,1383.0,1272.0,1494.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Eastern,Mbale,1419.0,1469.0,1449.0,1333.0,1565.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Eastern,Mbale,1463.0,1478.0,1472.0,1354.0,1590.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Eastern,Mbale,1390.0,1438.0,1419.0,1305.0,1533.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Eastern,Mbale,1318.0,1360.0,1343.0,1236.0,1450.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Eastern,Mbale,1276.0,1312.0,1298.0,1194.0,1402.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Eastern,Mbale,1191.0,1222.0,1210.0,1113.0,1307.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Eastern,Mbale,1079.0,1112.0,1099.0,1011.0,1187.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Eastern,Mbale,1002.0,1037.0,1023.0,941.0,1105.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Eastern,Mbale,1102.0,1141.0,1125.0,1035.0,1215.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Eastern,Jinja,1356.0,1377.0,1369.0,1259.0,1479.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Eastern,Jinja,1414.0,1444.0,1432.0,1317.0,1547.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Eastern,Jinja,1492.0,1539.0,1520.0,1398.0,1642.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Eastern,Jinja,1504.0,1563.0,1539.0,1416.0,1662.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Eastern,Jinja,1571.0,1597.0,1587.0,1460.0,1714.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Eastern,Jinja,1450.0,1500.0,1480.0,1362.0,1598.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Eastern,Jinja,1383.0,1403.0,1395.0,1283.0,1507.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Eastern,Jinja,1357.0,1401.0,1383.0,1272.0,1494.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Eastern,Jinja,1250.0,1300.0,1280.0,1178.0,1382.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Eastern,Jinja,1130.0,1159.0,1147.0,1055.0,1239.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Eastern,Jinja,1074.0,1096.0,1087.0,1000.0,1174.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Eastern,Jinja,1169.0,1215.0,1197.0,1101.0,1293.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Eastern,Busia,1287.0,1311.0,1301.0,1197.0,1405.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Eastern,Busia,1326.0,1343.0,1336.0,1229.0,1443.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Eastern,Busia,1341.0,1391.0,1371.0,1261.0,1481.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Eastern,Busia,1364.0,1416.0,1395.0,1283.0,1507.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Eastern,Busia,1416.0,1438.0,1429.0,1315.0,1543.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Eastern,Busia,1334.0,1364.0,1352.0,1244.0,1460.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Eastern,Busia,1290.0,1328.0,1313.0,1208.0,1418.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Eastern,Busia,1223.0,1251.0,1240.0,1141.0,1339.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Eastern,Busia,1148.0,1174.0,1164.0,1071.0,1257.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Eastern,Busia,1026.0,1060.0,1046.0,962.0,1130.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Eastern,Busia,986.0,1006.0,998.0,918.0,1078.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Eastern,Busia,1092.0,1112.0,1104.0,1016.0,1192.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Eastern,Soroti,1225.0,1240.0,1234.0,1135.0,1333.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Eastern,Soroti,1246.0,1278.0,1265.0,1164.0,1366.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Eastern,Soroti,1337.0,1373.0,1359.0,1250.0,1468.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Eastern,Soroti,1344.0,1367.0,1358.0,1249.0,1467.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Eastern,Soroti,1374.0,1420.0,1402.0,1290.0,1514.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Eastern,Soroti,1309.0,1349.0,1333.0,1226.0,1440.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Eastern,Soroti,1232.0,1252.0,1244.0,1144.0,1344.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Eastern,Soroti,1195.0,1220.0,1210.0,1113.0,1307.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Eastern,Soroti,1106.0,1128.0,1119.0,1029.0,1209.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Eastern,Soroti,1003.0,1035.0,1022.0,940.0,1104.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Eastern,Soroti,957.0,993.0,979.0,901.0,1057.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Eastern,Soroti,1059.0,1098.0,1082.0,995.0,1169.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Central,Kampala,1354.0,1401.0,1382.0,1271.0,1493.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Central,Kampala,1400.0,1445.0,1427.0,1313.0,1541.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Central,Kampala,1493.0,1521.0,1510.0,1389.0,1631.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Central,Kampala,1539.0,1558.0,1550.0,1426.0,1674.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Central,Kampala,1503.0,1529.0,1519.0,1397.0,1641.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Central,Kampala,1442.0,1486.0,1468.0,1351.0,1585.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Central,Kampala,1340.0,1382.0,1365.0,1256.0,1474.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Central,Kampala,1153.0,1188.0,1174.0,1080.0,1268.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Central,Kampala,1085.0,1127.0,1110.0,1021.0,1199.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Central,Kampala,1196.0,1226.0,1214.0,1117.0,1311.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Central,Kampala,1358.0,1387.0,1375.0,1265.0,1485.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Central,Kampala,1388.0,1443.0,1421.0,1307.0,1535.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Central,Natete,1292.0,1311.0,1303.0,1199.0,1407.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Central,Natete,1387.0,1406.0,1398.0,1286.0,1510.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Central,Natete,1413.0,1449.0,1435.0,1320.0,1550.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Central,Natete,1445.0,1469.0,1459.0,1342.0,1576.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Central,Natete,1430.0,1454.0,1444.0,1328.0,1560.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Central,Natete,1352.0,1393.0,1377.0,1267.0,1487.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Central,Natete,1311.0,1343.0,1330.0,1224.0,1436.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Central,Natete,1117.0,1145.0,1134.0,1043.0,1225.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Central,Natete,1045.0,1069.0,1059.0,974.0,1144.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Central,Natete,1166.0,1180.0,1174.0,1080.0,1268.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Central,Natete,1294.0,1339.0,1321.0,1215.0,1427.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Central,Natete,1314.0,1334.0,1326.0,1220.0,1432.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Central,Luwero,1153.0,1166.0,1161.0,1068.0,1254.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Central,Luwero,1223.0,1255.0,1242.0,1143.0,1341.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Central,Luwero,1262.0,1278.0,1272.0,1170.0,1374.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Central,Luwero,1303.0,1340.0,1325.0,1219.0,1431.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Central,Luwero,1263.0,1305.0,1288.0,1185.0,1391.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Central,Luwero,1232.0,1275.0,1258.0,1157.0,1359.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Central,Luwero,1130.0,1144.0,1138.0,1047.0,1229.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Central,Luwero,969.0,1003.0,989.0,910.0,1068.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Central,Luwero,950.0,961.0,957.0,880.0,1034.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Central,Luwero,1040.0,1073.0,1060.0,975.0,1145.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Central,Luwero,1179.0,1214.0,1200.0,1104.0,1296.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Central,Luwero,1189.0,1212.0,1203.0,1107.0,1299.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Central,Kayunga,1122.0,1137.0,1131.0,1041.0,1221.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Central,Kayunga,1183.0,1201.0,1194.0,1098.0,1290.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Central,Kayunga,1228.0,1257.0,1245.0,1145.0,1345.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Central,Kayunga,1299.0,1350.0,1330.0,1224.0,1436.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Central,Kayunga,1243.0,1265.0,1256.0,1156.0,1356.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Central,Kayunga,1200.0,1235.0,1221.0,1123.0,1319.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Central,Kayunga,1113.0,1126.0,1121.0,1031.0,1211.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Central,Kayunga,966.0,993.0,982.0,903.0,1061.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Central,Kayunga,927.0,945.0,938.0,863.0,1013.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Central,Kayunga,1019.0,1050.0,1038.0,955.0,1121.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Central,Kayunga,1133.0,1169.0,1155.0,1063.0,1247.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Central,Kayunga,1176.0,1217.0,1201.0,1105.0,1297.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Central,Gomba,1086.0,1127.0,1111.0,1022.0,1200.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Central,Gomba,1152.0,1188.0,1174.0,1080.0,1268.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Central,Gomba,1201.0,1243.0,1226.0,1128.0,1324.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Central,Gomba,1197.0,1237.0,1221.0,1123.0,1319.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Central,Gomba,1170.0,1214.0,1196.0,1100.0,1292.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Central,Gomba,1113.0,1130.0,1123.0,1033.0,1213.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Central,Gomba,1062.0,1104.0,1087.0,1000.0,1174.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Central,Gomba,925.0,960.0,946.0,870.0,1022.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Central,Gomba,895.0,905.0,901.0,829.0,973.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Central,Gomba,972.0,990.0,983.0,904.0,1062.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Central,Gomba,1085.0,1096.0,1092.0,1005.0,1179.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Central,Gomba,1119.0,1159.0,1143.0,1052.0,1234.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Western,Mubende,1147.0,1180.0,1167.0,1074.0,1260.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Western,Mubende,1199.0,1246.0,1227.0,1129.0,1325.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Western,Mubende,1255.0,1287.0,1274.0,1172.0,1376.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Western,Mubende,1318.0,1360.0,1343.0,1236.0,1450.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Western,Mubende,1258.0,1303.0,1285.0,1182.0,1388.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Western,Mubende,1234.0,1250.0,1244.0,1144.0,1344.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Western,Mubende,1124.0,1163.0,1147.0,1055.0,1239.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Western,Mubende,976.0,1011.0,997.0,917.0,1077.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Western,Mubende,936.0,951.0,945.0,869.0,1021.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Western,Mubende,1024.0,1062.0,1047.0,963.0,1131.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Western,Mubende,1177.0,1190.0,1185.0,1090.0,1280.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Western,Mubende,1211.0,1231.0,1223.0,1125.0,1321.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Western,Hoima,1201.0,1221.0,1213.0,1116.0,1310.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Western,Hoima,1237.0,1252.0,1246.0,1146.0,1346.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Western,Hoima,1326.0,1360.0,1346.0,1238.0,1454.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Western,Hoima,1349.0,1378.0,1366.0,1257.0,1475.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Western,Hoima,1313.0,1347.0,1333.0,1226.0,1440.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Western,Hoima,1271.0,1315.0,1297.0,1193.0,1401.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Western,Hoima,1181.0,1227.0,1209.0,1112.0,1306.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Western,Hoima,1006.0,1034.0,1023.0,941.0,1105.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Western,Hoima,978.0,990.0,985.0,906.0,1064.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Western,Hoima,1064.0,1080.0,1074.0,988.0,1160.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Western,Hoima,1210.0,1228.0,1221.0,1123.0,1319.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Western,Hoima,1239.0,1274.0,1260.0,1159.0,1361.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Western,Masindi,1159.0,1192.0,1179.0,1085.0,1273.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Western,Masindi,1196.0,1209.0,1204.0,1108.0,1300.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Western,Masindi,1273.0,1300.0,1289.0,1186.0,1392.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Western,Masindi,1292.0,1335.0,1318.0,1213.0,1423.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Western,Masindi,1245.0,1259.0,1253.0,1153.0,1353.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Western,Masindi,1196.0,1228.0,1215.0,1118.0,1312.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Western,Masindi,1156.0,1174.0,1167.0,1074.0,1260.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Western,Masindi,985.0,1018.0,1005.0,925.0,1085.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Western,Masindi,964.0,983.0,975.0,897.0,1053.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum Red,Western,Masindi,1037.0,1050.0,1045.0,961.0,1129.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum Red,Western,Masindi,1191.0,1226.0,1212.0,1115.0,1309.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum Red,Western,Masindi,1177.0,1210.0,1197.0,1101.0,1293.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum Red,Western,Kibaale,1087.0,1122.0,1108.0,1019.0,1197.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum Red,Western,Kibaale,1130.0,1157.0,1146.0,1054.0,1238.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum Red,Western,Kibaale,1221.0,1240.0,1232.0,1133.0,1331.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum Red,Western,Kibaale,1212.0,1252.0,1236.0,1137.0,1335.0,Apr 2026
2026-05-01,2026,5,May,Sorghum Red,Western,Kibaale,1201.0,1225.0,1215.0,1118.0,1312.0,May 2026
2026-06-01,2026,6,Jun,Sorghum Red,Western,Kibaale,1134.0,1177.0,1160.0,1067.0,1253.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum Red,Western,Kibaale,1090.0,1118.0,1107.0,1018.0,1196.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum Red,Western,Kibaale,926.0,945.0,937.0,862.0,1012.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum Red,Western,Kibaale,886.0,920.0,906.0,834.0,978.0,Sep 2026
